,tweet_id,sentiment,author,content
22414,1694421056,neutral,dtega07,@jojoUK55 Have a good day
22844,1694510192,neutral,WhiteAngelLT,@TalindaB Hey Talinda  How Tyler slept this night? My nephew is now 4 yrs old and he stopped naps from age 3
7294,1961613212,neutral,StarrLatoya,@mykesinatra  NOooo FB has been good to me..especially for the love of conversation
5203,1960669699,neutral,HarrySampsonIV,@OfficialBabyV : yes she got all lovey with him&amp; he returned the love&amp;1thing led2 another&amp;  also @BrittanySnow wants2 know y ur mad at her
10713,1962991011,neutral,caitlinduhhh,Im so tired. And its so gloomy  what happeened ro summer?
10398,1962895018,neutral,ChuckBone,@NewJourney09 Hey! How u feeling? I know Charla hit me to see there were any places she can go..too young  Did she have fun?
10530,1962932343,neutral,JoshuaDG,@laccboner mom said no.
22486,1694437952,neutral,linnetwoods,@RedAntiques Let me guess.... Antiques &amp; Collectibles?  Anywhere else you'd like to be?
22887,1694511956,neutral,vkgoeswild,"After France I was gonna spend more time in the sun, to overcome my negative reaction to it. Yep, in Netherlands. Good luck to me"
37143,1753434610,neutral,simplyvanessa,I had a small tweetbreak from twitter I think I needed it
36038,1753235783,neutral,demiswissfan,@hanastephenson I sent u a direct message.. there's my mail
15526,1964870192,neutral,DearMiami,Of the back of their heads  http://yfrog.com/0zywwj
12998,1963815046,neutral,Prettyfuls85,Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!
15400,1964831580,neutral,AshLuvsOhSnap,"@GracieAlbernaz I know told you, and it tells you last tweets and all.  Just can't get it to play music.  Have it set, but it won't play"
27216,1695693589,neutral,JelloLuvsJustin,I know. Im just kidding
2118,1957474620,neutral,KARENmagazine,@lorrainelock they are having a closing down sale !    does not look good.
39777,1753871494,neutral,sabrinahanim,@jamsyyy @sheeradjafar My class will be at Chem Sc building. Will see the both of you after 5 yeah?
2866,1957641302,neutral,heyitsmisti,omg why are the marshmellows in lucky charms so damn tiny now? i feel cheated.
14737,1964627232,neutral,magzalez,@TheCre8ive  Glad you're ok!
431,1957070484,neutral,harempriestess,"@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing"
4553,1960434593,neutral,simplesimon2009,@mizbrightside lol hehehe ok!!! well hope u njoy your night tonight ok!! need to give Jim hand with shopiing
2838,1957637428,neutral,GoldCoastGirl,@ErikVeland i'm not in the best financial situation myself at the moment. i'm beyond broke. my money is spend as soon as i earn it atm
14697,1964617139,neutral,tarelique,wishing i was karen from will&amp;grace
17064,1965518393,neutral,_AislinnTighee,@JustYassy i did  i dont no
15421,1964835623,neutral,feepup,is not getting her posts posted to the topics
18183,1965905227,neutral,JayresC,@baldeggie I just changed the backgroung but now I have no profile ppicture
130,1956997619,neutral,kudosbeauty,"claire @breakfastnt love the show, got into the office @ 5am and no radio"
23495,1694627882,neutral,rahulgoyal1986,"@ShivaniRamaiah depends if u're applyn for credit cards or debit cards ..  in delhi, I got a new credit card delivrd in 14 hours"
4106,1960208433,neutral,timeistheenemy,@KatStopFeeling i widddd but i'll be on a bus to london    &amp; also
13315,1963993528,neutral,kzredhead,@jtypeplus Addictive isn't it. Biz could definately be better! Folks have just slowed down on getting their done.
10960,1963068976,neutral,halbpro,Hm... TweetDeck has lost all old replies.
38201,1753616749,neutral,kliptu,Happy mother's day !!!!
38493,1753664697,neutral,mob61uk,"@SteveLangton Yes, they clearly relished acting together, sparking off each other's performance. And milking all the laughs!"
4458,1960384131,neutral,ohemgeitsnikkie,@AndrewGreer  I did that once
33746,1752698792,neutral,oligoglot,@balkrishnanv could be.
27722,1695885099,neutral,MairHeard,"@ad1318 Yes, you can change your name under settings"
8513,1962203247,neutral,satosoft,I must be the only fool in twitterland that doesn't get retweet!!  #sadsville
4418,1960353441,neutral,pocahontas007,"@E_L_S How was the game? Unfortunately, teh Cavs lost  I'm sure you had fun though"
2431,1957542303,neutral,sexycheekybum,on way to work
39666,1753854588,neutral,superbadking,suivez moi  (=  follow me everybody
13966,1964288692,neutral,Bearbutt,Poor @extralife.  The flowers are fornicating with HIS nose now.    @missiondeep
27574,1695844382,neutral,wuvamber,Off to class
28009,1696005222,neutral,stevegarufi,@faithbookjesus And what's your blog entry about?
27356,1695765943,neutral,mahhnigga,Going to school =[ I'm actually not so tired today tho
6705,1961419627,neutral,ChaosRu,Nobody likes to feel low priority.
13243,1963968611,neutral,semipenguin,#3wordsaftersex I haven't started
7156,1961554177,neutral,niklotus,needs some snuggle time....  but has to get through the work day first.  Boo.
36657,1753348754,neutral,Rajkumari22,@THe_RuGGeD_MaN hi vishal
31837,1752087913,neutral,heyheyrenae,"@Livefromthe225, goodnight"
20368,1694033113,neutral,erikarhanetan,@issaleuterio did you watch it?
14361,1964493473,neutral,danbautista,Getting ready for work.
36335,1753291745,neutral,thorsonb,"@LCFLORIDA @JPMizDELiCiOUS Lets change this S0ulja B0y te|| em trending topic to, &quot;Soulja  Girl Told em&quot;"
14097,1964332940,neutral,dodadew,@enslaved2564 me too
27198,1695693005,neutral,maylingzhong,Good Morning
1223,1957245632,neutral,theseang,My wife can't get on the guest list for tomorrows show because it doesn't exist. LAME. I guess no wife at the show.
20933,1694144228,neutral,KillerKassy,Super duper tired. Going to sleep.  listening to the iPod.
27390,1695766989,neutral,MisfitGeek,"@letskilldave - Yea, I really need to learn to reload my own"
30885,1751751056,neutral,kacawratu,per @ttorrent dew claw = thumb nub
17539,1965688067,neutral,justamadrabbit,"@WhoaOhNo I know, i know...  -hugs-"
2090,1957468844,neutral,HollywoodMaxi,I need a present for my mom.  Could anybody help me ?!
23212,1694570327,neutral,DanieVerdugo,Save The Readheads!
32404,1752288240,neutral,tatumpedersen,Is watching the cat in the hat
8199,1962065004,neutral,AngelaLeaphart,@zHundred No. Not professional at all.
28819,1750998015,neutral,harrrykins,@Beangirl Pad Thai is my favourite
16698,1965424705,neutral,mike__miller,@queenroxs
21428,1694237975,neutral,joeag,tired tired tired ! Freefest today
32877,1752443126,neutral,Paul_Coleman,Waiting for my friend to arrive so I can eat and stay alive.
35658,1753155765,neutral,freshyounghott,Almost dere  really tired eyes r really dry
21849,1694312268,neutral,AlexTrup,"@dda Wow, that is good  I'm on Mac too with XP via Parallels if you ever need a tester ;)"
30768,1751715041,neutral,Tsukihysteria,@lyly_hameron I've seen those already. I link them in my lj post.
14361,1964493473,neutral,danbautista,Getting ready for work.
15923,1965070955,neutral,shakalohana,shakalohana week two of flat wavez no surfin
39853,1753886418,neutral,brokenglasseye,"@shezababe Star Trek? Me? Nah. My Dad is one for Star Trek right enough. Today, I'm off to see 'Corlaine'. Much more my style Shezz."
5252,1960709258,neutral,Alex__MacLeod,has got grass all over him
12966,1963808743,neutral,eeeepchristinaa,i ate too much ice cream and curly fries
22255,1694385149,neutral,pauld_o,is chilling at home
25594,1695137392,neutral,m_hardwick,Well that is nice.  Loving the new Friends organiser too.
6922,1961487941,neutral,gleegirloz,"@DamienEstreich Brought back memories mentioning the mixer~of being pushed into Angels desk,with full glass of beer,not my fault,desk F'd"
35168,1753049819,neutral,YoungTurbo5,"@BAMbam_12 relax mama, u kno we got u..Breathe easy..need some piff is all"
26636,1695476530,neutral,felicityfuller,@GlastoWatch @TheHwicceMan @cakey  i have been getting porn ones as i mentioned - all these girls seem to be at a loss what to do!
500,1957084552,neutral,Mari8275,@dorkydeanna IIII know!!! and mean
7780,1961890605,neutral,lipestick,@bec_oi twitter eh chato mas vicia
17581,1965696685,neutral,GriffinClubMerv,@karamat There is good cholesterol. There are no good tumors.
22207,1694382872,neutral,kopfkaefer,"Har Har, #swineflu is everywhere: http://twitpic.com/4jb4o  (via @kaihellyeah)"
23352,1694606218,neutral,aaaaayushi,@coollike toy story pwns
16075,1965217805,neutral,jordanjustify,Yeah  :p
39202,1753775490,neutral,TheLakersNation,@cherylelapitan Should be a good one even w/o #Yao in the middle. Expect the #Rockets to play #Kobe hard. Nothing the mamba can't handle.
29323,1751177070,neutral,greenleafstudio,update!  island flowers - large pouch http://tinyurl.com/qnh5oy
23869,1694707317,neutral,urbanfly,@PhotosbyLee How was your chicken and chips?
26480,1695411416,neutral,ivictorhugo,"at Office ready to work and waiting for Windows 7 Candidate Release - 5 May, 2009"
26407,1695408081,neutral,hersheykiss01,Good Morning
36231,1753272960,neutral,bittyx,fellow twitterers. if anyone one has a leather jacket for the size of a fat person (aka me) please let me borrow it.
38294,1753632709,neutral,jimmy_zed,"That's the way it crumbles, cookie-wise"
17300,1965588582,neutral,bttrflyjss,@pkeith If only you'd come the sick one...with inflamed vocal cords
3047,1957686480,neutral,iggypintado,@julie_posetti Nice reference to #LM program in How Journalists Are Using Twitter in Australia but no mention of me   http://bit.ly/JwuZL
1538,1957333169,neutral,lizziemoogle,Hangover
23715,1694684829,neutral,MissXu,"@dda I'm thinking that you, me, @jlojlo, + @lovince should have it out over some vin in HK"
34232,1752822253,neutral,bsbaegirl,@BBismyBB aww...you're such a softy...I can only imagine you a mess of tears at your own wedding...you won't even be able to talk
9445,1962576589,neutral,uwlaxecho,@alyseegs nope. Gone.
26552,1695443139,neutral,dfizzy,@utterlyterrific hey  what's up?
4093,1960206133,neutral,Ohnaa,I want some Starbucks..
10357,1962884303,neutral,shawin,"hmm, anyone else have their iPhone's earphones' grey rubber disintegrating?"
464,1957077528,neutral,KhoreoKat,"@taylor_d No, it's not..."
32660,1752353996,neutral,karinaruiz,@Freakonomy hahaha thaanks!  iï¿½m from brazil!
29607,1751287919,neutral,WELLO,"@ritajking oh wait, i messed up my own messed up lyrics, that should be &quot;don't concretize it&quot;"
2546,1957568081,neutral,pyroezra,@bbyowls i know   but its better than nothing
27432,1695768329,neutral,desire4it,ok gotta get my sub before everyone wakes up
19851,1966404794,neutral,Leahhh_x,my picture wont come up  it keeps saying thats a nice picture! but where is it??
38749,1753711031,neutral,cssglobe,"@prmack Community news only  I sometimes accept guest posts, but not at the moment."
20608,1694071782,neutral,PrincessSnow,Listening to Yultron!!
26312,1695374379,neutral,musicp306,is getting ready to go over to the apartment
33256,1752562793,neutral,Zaren89,Enjoying the cool breeze at the beach. It helps me relax and unwind.
26465,1695410743,neutral,REALCOVERGIRL,Mondays best excited about the week!!
33969,1752749875,neutral,shclarke,@Whitney0925 You be a good girl Whitney
31190,1751854201,neutral,ImaPacifist,And the boss said thanks for all your work 2day  Peace
23238,1694586249,neutral,jochaguevara,"@DD_Lovato oh I see. Thanks for replying. anyway, how are you?"
4249,1960301441,neutral,Joshyxspicenz,@TaylaMe3 excuse me ...theres me!!!  jkidding lol...so how long b4 yr fun night out starts lol
34175,1752799190,neutral,40shadesofgrey,"@laerwen I'll try that, thanks"
7066,1961534167,neutral,LadyElena,wants to buy really red* lipstick. But I won't wear it that often
11785,1963350455,neutral,picalili,@sampan22 Haha...ooh it was gorgeous wasn't it!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday
29766,1751358272,neutral,Ms_Affair,"@NYBabe i would say 10 years younger is not too young, but he would have to be intelligent, good convo skills and other skills"
9271,1962480341,neutral,runawaysmilexx,Sleeping over my cousin's house for the weekend. Bugzy
36384,1753293551,neutral,AriesChild,@Karen523 it's ok lol  I think we might do the same dates.
32118,1752192503,neutral,melissarawr1216,just got back from skating. Hanging with James
5391,1960810579,neutral,AliciaCaine,bad timing- a new mommy just called for newborn pictures and I can't fit the baby into my schedule no matter how hard I try
25663,1695164316,neutral,JLHS11,Morning.  Tweet Tweet.
1157,1957230282,neutral,Lexylovesyoutoo,Def wants to cuddle it out maybe play but has no one to do it with the bc is far away
7834,1961909621,neutral,Breathtakiiing,Cleaning the house
34740,1752942748,neutral,pattiw23,@NKSuseDHTweep and again - You're welcome!
15310,1964802153,neutral,nettybootay,wished I watched jon &amp; kate plus 8 on monday
9922,1962744620,neutral,JillAPower,@SKYISLANDS that's just it... I don't have anything other than work
2924,1957656441,neutral,tiffany_chu,i want Van Basten to b the milan manager !!!
10676,1962976641,neutral,bellav,@chacesmithphoto will do! I may just have to keep it on my shelf with the rest of my old cameras
16122,1965251953,neutral,hollyhood,@JayHostDC went last year. I gotta go to my friend's party tonight though.  I can never win
26215,1695341461,neutral,gigi_1,"on my way to work, late as usual"
37621,1753517727,neutral,aerofandan,Doin' the Crocodile Rock
27719,1695885061,neutral,JasmineTwits,Spending way too long looking for a new desktop background
24060,1694747822,neutral,Packard_Sonic,@daryllorette Your welcome.
17304,1965589536,neutral,robertmay1,I need new socks
11294,1963170891,neutral,HARRII3T,Sugar Free Should Have Gone Through In stead On 2 Grand  They Were So Good and 2 Grand Is A Bit Too Cheesy
33567,1752645529,neutral,missyosigirl,@busaysay thank you isay  kamusta ang bulacan historical gimmick at ang gilmore shopping trip?
22433,1694421999,neutral,_Abbi,I'm not impressed that it almost always rains on Bank Holidays !! Stil... It's a free day - no college
34474,1752873536,neutral,wendywings,@SammyClaire a whole season behind the US now
28465,1696217294,neutral,Morrica,@branchuchan Obviously not too bad
24316,1694812972,neutral,RosalieWilliams,@iMcFly I didnt save those links! I dont need distractions.. I just need motivation
22208,1694382904,neutral,JofArnold,Hmph. This is nowhere near as effective as it was a few mins ago. I wonder if it was a coincidence. FOLLOWERS: please report ur findings
33502,1752619727,neutral,grey_horse27,@JamesProps very cute kitty
34412,1752870699,neutral,thejenniferwong,at tokyo table
25398,1695082700,neutral,BritGalUSA,"and it's off to work I go, only 9.5 days until the kiddo's finish"
704,1957129667,neutral,halvfet,L.A. said &quot;wipe the slate clean&quot; before the jelly!
10786,1963014576,neutral,RyanHiller,@andyman264 not me.
18922,1966109731,neutral,DianeMGallagher,Headed to waterfront for a quick drink with the office peeps...Corsen Building of course was booked  Any suggestions?
4373,1960338589,neutral,Haarlz,@fluBALLOW can i have itL
23415,1694608833,neutral,trackcycling,@leepovey
37008,1753416092,neutral,xOrangeCreamx,@aewang he didn't know there was going to be a test
37014,1753416411,neutral,Mhaey,@camilleisleta My wand? It's a black hawthorn wand with a core of kraken heartstrings.  You?
8575,1962222395,neutral,fkkhalid,@elishakhalid I called but you didnt answer
14434,1964534888,neutral,Sobk13,@chaoszac *fretful look* Okay. But I think it's mumbling something. It's a bit muffled under the hat but it sounds like &quot;I need Lactose&quot;.
4572,1960446401,neutral,walls6,"@janey79 she's in LA, wanting sun today... but apparently LA isn't cooperating"
31662,1752020463,neutral,Martiword,@waynemansfield  Mine are older than yours.
33197,1752533959,neutral,ktjbpa2006,@musicsinmysoul_ http://twitpic.com/4wi78 - hmm thats the BU tour list...but thats so cool!  and why does it say 2008?...
32594,1752351474,neutral,Kaylasheckler15,Amazing day!
26273,1695343740,neutral,kellymhall,Wild Oats Pinot Grigio = v easy to drink
22523,1694439847,neutral,MarySayWhat,eating cheeto puffs
4575,1960447291,neutral,zoefairhurst,"http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included"
22095,1694364764,neutral,kendragossett,eating organic jelly beans
7685,1961835106,neutral,vunvi,@markhoppus i'm upset because i couldnt get any tickets on the KROQ presale.
36090,1753237500,neutral,lindseynhowell,skyping with katie  &amp; Allison yeah boy katies mom mooned us
36638,1753347927,neutral,DJMKubatovic,@maryk3lly  i didnt watch star trek yet.... i thought that i will watch it last night ... but i didnt... =( ... i will watch it today...
14276,1964399463,neutral,brokenangel615,"twitter,facebook,myspace...no phone still"
23220,1694570788,neutral,Nathaliejamois,@MaverickNY Thank you!!
15571,1964883820,neutral,OneCoolFish,@kiyoshimartinez -- 5/31 marks the end of our roommate era. And you never made wontons for me again.
38186,1753616092,neutral,Kirsty_Foot,Come See Me Live On Stickam  http://www.stickam.com/valentine_rock
38464,1753663512,neutral,fanxx,"@sylserra please let me know when you've found it  I'd like to know as well, although it's handy on your mobile..."
29146,1751106563,neutral,thisgurlluvzmcr,Watching Die Hard 2. I &lt;333 Jeremy Irons
28946,1751034945,neutral,cameronolivier,"@vardenrhode thanks.  thing is so much of it is more design-art, which I hardly ever get a go at, therefore never get much better.."
28678,1750930734,neutral,frankparker,@Djalfy Thats on Fox isnt it? Never watched it
24186,1694789608,neutral,sarahbarry,@penelope_mills  better than a spider or some type if Australian wildlife one would imagine
13766,1964161809,neutral,Teddyron,Would like some Nutella. None to be had
26784,1695544925,neutral,tsarnick,@TheLastDoctor this time there is a theme and it is &quot;purple&quot;
28825,1750998148,neutral,jfkjohan,"@OppositeLock THE TERMINAL was my kind of movie  well, anything with airplanes &amp; hot chicks in it, is my kinda movie"
24832,1694930394,neutral,mistyavalon042,no new books. *sigh* will probably reread Gaiman's &quot;American Gods&quot; or Murakami's &quot;Wind-up bird chronicles&quot;
12998,1963815046,neutral,Prettyfuls85,Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!
9903,1962742007,neutral,batatonic,@apollo18 Dang! Dogs are only for central and northern CA
6689,1961416554,neutral,ritwik1st,From twitterberry moved to ubertwitter - suffered from BB cache errors
7214,1961571001,neutral,Gymshoes_,"Today isn't going the way I planned.  Early lunchbreak &amp; I may not be back til Mon. Weekend gonna be fun with friends, tho."
19158,1966191822,neutral,Meli182,I was the blue  lol http://twitpic.com/67zgz
18690,1966051514,neutral,chknlomein,"@xxigetwet Sher is good. There were quite a few people that we didn't even get to see, due to me having court and rushing to see fam."
39287,1753790380,neutral,brightondoll,"Top 20 ways to go green! http://tinyurl.com/otjttu - this is pretty helpful, and kinda cool actually"
12871,1963748582,neutral,Dreamyeyes,Gotta sleeep am so tired  good night tweeps!
37165,1753435564,neutral,Karenins,Hasta maï¿½ana twitters
29054,1751070800,neutral,larrywarren,"@FeliciaSlattery ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing &amp; not clunky. -just a few!"
1679,1957369758,neutral,smorkalov,"??????? ????????? ?? Google Chrome - ?? ???????, ?? ??? ???????? ??? ?? Firefox"
26520,1695441836,neutral,musicprincesa,@saygoodbye2luv Thanks for the concern. And checking up on me! Much appreciated
27124,1695656220,neutral,GlennaMageau,@richardbsmith glad you liked the quote (Integrity...) - it was in one of my more productive moments
13427,1964032208,neutral,JessikaSays,"@lizzieIsCool meh, i feel fine now, it was crazy 10 minute sickness session, but now i'm hungry again"
20420,1694035144,neutral,archujonas,@Felitherandom haha. I hope so. I need sleep! lol. But my phone will get his message if he updates us.
19492,1966276528,neutral,aprilmackley,@abby_in_love scanton?! that's farrr  elaine got her cartilage pierced! it's so cute!
22604,1694457112,neutral,RealEstateXpert,ATL to NJ....almost home
17077,1965521081,neutral,Marriiiiia,"my camera's being a doucheeee, it stopped working"
25492,1695108795,neutral,SilkCharm,is tired. And turning off the Internet. You can play on it in the morning.
37412,1753483334,neutral,ChloeChurch,Well hello twitters
12737,1963708649,neutral,ronreddog,@MashUpNicole I still have an hour.
37286,1753466348,neutral,Chersie,@cromnac slice you up a treat?
2182,1957487022,neutral,Aeris_Reborn,"going to work, it's 3:30am"
14764,1964640319,neutral,savemusic05,"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that'll never go away..."
21623,1694273415,neutral,Karoli,@moanasaves right.
7960,1961965350,neutral,mlexiehayden,@YoungLexHolla Ooohhh  well you could always borrow and burn buddy. Lol
8049,1962001529,neutral,ToniC813,@HypeDaGreat Oh ok. I&quot;m @ work so no playing for me til later  lol.
20512,1694053401,neutral,kellycdb,I still want a Smartcar!!! Don't they have the most wonderful designs ever?
12461,1963579918,neutral,Cangela25,@mutualexcrement And I fell asleep 10 minutes into the Saget roast.
20051,1693958455,neutral,whoisdjspecialk,Mmmm Chilli Crab &amp; Deal Or No Deal.....And thats life !
30424,1751575218,neutral,xMuSiCxDrEaMeRx,Search Ryan Cabrera &amp; Josh Kelley  They're really good
30258,1751536721,neutral,_CharlotteMarie,"&quot;They say I look yummy &amp; they want a taste, but I'm a human not a sandwich.&quot; LMFAO makes me"
32766,1752413131,neutral,Maggiex8,@msdiazz ask how long adrians took lmao ... Intime
10115,1962825816,neutral,paulhanna,"@dietsch Union Square? Somerville? You're better off with the 87. That probably helps you zero at this point, though."
20329,1694016373,neutral,emprezofrevenge,goin' to casa milan's club house...
7292,1961613031,neutral,lilfim,A short 5.25 hours left to go at work
9353,1962529167,neutral,bsmitten,@blackheartbunny - nope
15564,1964876171,neutral,kristenskydiver,I do the same thing to my parents and my best friend too
19012,1966132945,neutral,chrissykittysue,"got stood up, again"
34292,1752824604,neutral,tris_the_fall,"talkshow with Larry, then Cage?"
19125,1966181146,neutral,tiarrasw,@RezaEvol awe  wit the snap of my fingers n a nod of my head ur rain is gone  lol...thxs hit up afterwards
12070,1963455198,neutral,p3anut3,trying to plan a huge birthday party by myself
22998,1694532401,neutral,BeckieeBoop,http://tinyurl.com/d53dmn     mcfly parody by chris moyles xx
34534,1752895907,neutral,amysav83,@Karen230683 waaa you too
10,1956969456,neutral,feinyheiny,cant fall asleep
23802,1694704763,neutral,cremeschnittli,"@dcmjlive none at the moment. i used to root for adam, but there are some issues with his &quot;Feeling Good&quot; version with Muse fans like moi"
22526,1694439890,neutral,saintwui,Millenia mom.... I think I am in that category
32586,1752350970,neutral,kelownagurl,"@picsiechick I haven't ridden on dirt for a year. Hate single track, can handle double track, slow."
34776,1752943647,neutral,MikeTheTech,@iggyp We gotta hand out when you get back.
8613,1962232934,neutral,takebackthelove,@gabyrizzo i want pho... i've never had it before.
5205,1960669889,neutral,AmyDeWitt,"Sitting here, waiting to go to the gym.....almost left, then realized I never charged my iPod from my trip to Wisconsin....it's dead"
19378,1966245027,neutral,DanniBaker,just dropped my biscuit in my tea
4290,1960315759,neutral,mimConaN,@marianawerneck o que houve?
36038,1753235783,neutral,demiswissfan,@hanastephenson I sent u a direct message.. there's my mail
27904,1695964266,neutral,janeto,may the 4th be with you
15998,1965089587,neutral,kathy522,Friday and it's raining
16595,1965396466,neutral,Jordansgotgame,@mistersweaters one of them is
36654,1753348602,neutral,Tani122,Wishing all MOMs a very Happy Mother's Day!!
19539,1966286174,neutral,Covergirl08,@LaSandraC ya'll going out without me
26933,1695582604,neutral,TidyCat,@MsCatou someone really needs to make a kit like that avaialble for home use
25684,1695165028,neutral,deirdreFTW,@ilikepeanuts supp?
36661,1753348866,neutral,fryfan20,"@singitback82 no you didn't,  not more then me anyway"
22861,1694511018,neutral,caldjr,@judysteapot yup - working away hard! Busy busy busy
14512,1964558896,neutral,JB_Writter,Just ate at chipolte... Ate more than i usually do... Now i'm ew full... Not content full but ew full...
6113,1961148964,neutral,repiffer,@FrankieTheSats beat? don't understand
27690,1695884370,neutral,3Kuuuursty,http://twitpic.com/4jken - fire and urban at rock challenge
6836,1961462879,neutral,kate0404,"@Dynonugget Well, I'll have lemon and ranch for you. Not for me, though."
3886,1960130347,neutral,jboMaria,"no work today! went shopping, and now relaxing  &amp;learning for the toefl"
38245,1753618412,neutral,Jennaidh,Just woke up  shopping today for my birthday....kinda
19212,1966201806,neutral,suzylily,Tempted to buy MAC at ACW....even though I don't need anything....but I want to try dazzleglasses
36646,1753348277,neutral,Shaun_R,"Downloaded EeeControl for my Eee PC today. Was playing with the settings to make the fan kick in at 1500RPM if above 55C, 0RPM if under.."
39462,1753821932,neutral,anirbanchatz,@PicSeshu there u go
22524,1694439856,neutral,skribe,@AngstyRossini lol.  You must be new here
12431,1963570692,neutral,chasenlehara,"I just got back from lunch at Rick &amp; Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt."
5457,1960859823,neutral,DMD666,@schittyw0k KILL IT JASMINE! Haven't talked to you for ages.
17399,1965651601,neutral,Adrienne255,cleaning my room
3438,1958048408,neutral,skateparks,@mayhemstyle Well I live in Ohio  but here's our California parks: http://tinyurl.com/nmr7pc
24273,1694793006,neutral,Denissahady,@babygirlparis where are you going paris?
32226,1752226127,neutral,banana_lo,Drinking and smoking is very bad.---but im grown tho
28622,1750928367,neutral,KarenRussell,"@crobcary No, I'm working on it all day Monday. Will try to remember to email but if you're smart you'll remind me."
2258,1957504759,neutral,TheAmHamShow,@Silbersurfer TOLD YOU!
3380,1958035297,neutral,hopeless,Cashflow forecasts are fun but big red numbers aren't
4142,1960219235,neutral,BeautyBBoxRadio,heyyy where'd my tweet go?  *shouts to @fuseboxradio bc her lists are always amazing!
30012,1751431426,neutral,jellooooo,happy mother's day to your moms
23957,1694727245,neutral,MiaLotta,@JamesMackney awww. rusks are good for tummy aches though :p try fennel or camomile tea  works. or obviously try ...
8154,1962054842,neutral,mymonster,@rawrrxsteffie yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more
26305,1695374092,neutral,DavidWaldock,"@jocope well, I was under the impression most people have the urge to buy new sofas  To be fair, we're not tiling, we have a man for that"
35327,1753075270,neutral,losingmythighs,@hockeygal4ever SSSSSSSSSSMACK!!!! Get back at it girl!  Are you doing WW?
6481,1961277560,neutral,melkins,@getgood I missed out on carrot cake last night.  Hope you had fun @wxwm.
22255,1694385149,neutral,pauld_o,is chilling at home
35108,1753030521,neutral,oceanslyric,"So, I picked up Chris Botti's~Live in Boston CD, listening while driving home tonight under the moon. Didn't want it to end."
38201,1753616749,neutral,kliptu,Happy mother's day !!!!
3628,1958090725,neutral,dadsfave,Rod stewart's new song
14194,1964380469,neutral,HarmonicLunacy,@RussellMoyer ahaha i know. but now i can't do anything over the weekend
21879,1694313569,neutral,jenny050085,@isla_fisher Hey!! How are u??did u got my reply??
20512,1694053401,neutral,kellycdb,I still want a Smartcar!!! Don't they have the most wonderful designs ever?
4727,1960493502,neutral,joannavos,American trade journalists ask PRs 'how are you' almost 100% of the time; UK journalists? Erm...not so much   How come?
39097,1753759828,neutral,harold1066,Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan
36304,1753276039,neutral,Freakonomy,Ppl dont miss out on me on this Follow Superstar Sunday
19851,1966404794,neutral,Leahhh_x,my picture wont come up  it keeps saying thats a nice picture! but where is it??
22050,1694348961,neutral,Gia_Pet,This one brings back so many memories  Michael Penn &quot;This and that&quot; ? http://twt.fm/91035 #musicmonday
25723,1695190343,neutral,joh18,"http://twitpic.com/4jgfw - I love this one ! Me , Victor , Ate Guillian and Dexter ."
32240,1752226691,neutral,Itzjon,Tired even though i didn't do much today. glad we got to catch the second half of the cavs game @juicyjesso
1783,1957396745,neutral,architortured,@Maxsterism naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they're saying tho
19492,1966276528,neutral,aprilmackley,@abby_in_love scanton?! that's farrr  elaine got her cartilage pierced! it's so cute!
21986,1694345464,neutral,paynetsystems,Twitter connected with FAcebook   http://twitter.com/paynetsystems &amp; http://tinyurl.com/dagmoq
2178,1957485864,neutral,jellybabynet,Lovely morning to cycle to work but met with a 29 degree office
15789,1964983400,neutral,sergio_mg03,@awesomeann7 well u weren't around 2 twit
13430,1964032589,neutral,maggiemaex3,"@mckenzie15 yeah, we get out june 4th...  blahhh (yet another reason the south is better!)"
4547,1960433085,neutral,lost_dog,@b_sorensen I am lost. Please help me find a good home.
9332,1962523337,neutral,Ookamison,tour got canceled
26069,1695280869,neutral,melissafe,Goodmorning twitter bugs.. happy monday to you all! Today marks my first official day at my first fulltime job.. time to get ready!
28230,1696133692,neutral,JayeMarie,@sheila_H ok so who do you know on Daisy of Love? And have you seen it yet. oh lord
7012,1961521978,neutral,sroxy,@notoriousflirt Yeah.
14294,1964451335,neutral,AlchemistPingu,Britain's got (good) Weather. I wish I had some of that over here.
21735,1694292492,neutral,GinoandFran,"Jumpstart! WOTD: Jape QQ: Are you comppetitive, overcompetitive or not competitive at all? Write your responses here!"
7145,1961552804,neutral,dazjones,Starting the accounts for this year.
26098,1695281743,neutral,Jae878,"@twistednurse76 I am behind the times, I hadnt loaded any songs from THE BLOCK til now.. What do u hav to offer?!?!"
